Date,Open,High,Low,Close,Adj Close,Volume
2023-02-15,520.669983,527.900024,520.250000,526.559998,526.559998,380100
2023-02-16,523.960022,532.000000,521.359985,531.559998,531.559998,523800
2023-02-17,531.349976,533.679993,528.390015,530.000000,530.000000,419700
2023-02-21,524.239990,528.380005,523.640015,524.940002,524.940002,383100
2023-02-22,525.000000,532.179993,524.789978,531.109985,531.109985,432500
2023-02-23,532.000000,537.520020,528.489990,531.469971,531.469971,537700
2023-02-24,525.609985,527.510010,517.049988,519.989990,519.989990,728300
2023-02-27,523.849976,529.500000,521.919983,523.150024,523.150024,445800
2023-02-28,521.979980,527.070007,517.619995,518.799988,518.799988,514100
2023-03-01,516.000000,518.890015,511.209991,516.020020,516.020020,458100
2023-03-02,514.789978,522.210022,511.019989,521.119995,521.119995,446900
2023-03-03,520.140015,523.719971,518.200012,522.059998,522.059998,573200
2023-03-06,522.369995,527.929993,521.630005,523.400024,523.400024,641200
2023-03-07,524.979980,528.570007,523.510010,526.039978,526.039978,669000
2023-03-08,525.929993,527.349976,517.770020,524.099976,524.099976,635500
2023-03-09,526.039978,533.539978,519.500000,519.929993,519.929993,1158700
2023-03-10,522.130005,533.239990,514.349976,521.179993,521.179993,1446000
2023-03-13,516.289978,521.859985,510.760010,513.679993,513.679993,774400
2023-03-14,520.780029,525.000000,513.179993,518.419983,518.419983,718100
2023-03-15,513.280029,524.510010,511.010010,524.179993,524.179993,812500
2023-03-16,522.229980,525.010010,512.020020,513.840027,513.840027,742500
2023-03-17,511.049988,511.140015,501.040009,506.459991,506.459991,1229000
2023-03-20,507.329987,511.320007,502.549988,510.230011,510.230011,997100
2023-03-21,514.200012,522.280029,513.280029,515.909973,515.909973,659700
2023-03-22,515.650024,519.479980,509.769989,510.000000,510.000000,699200
2023-03-23,510.820007,517.599976,508.630005,515.739990,515.739990,541000
2023-03-24,514.799988,516.270020,507.170013,513.979980,513.979980,473500
2023-03-27,516.460022,522.669983,514.369995,520.450012,520.450012,469400
2023-03-28,520.520020,532.039978,520.520020,531.789978,531.789978,609900
2023-03-29,533.000000,534.739990,525.619995,526.330017,526.330017,718600
2023-03-30,527.809998,538.299988,526.039978,536.369995,536.369995,658600
2023-03-31,538.750000,546.469971,538.090027,545.669983,545.669983,769400
2023-04-03,546.619995,552.460022,543.619995,551.190002,551.190002,551200
2023-04-04,551.190002,553.059998,545.500000,546.169983,546.169983,633400
2023-04-05,544.900024,546.289978,530.190002,534.119995,534.119995,826600
2023-04-06,530.000000,532.419983,520.729980,520.950012,520.950012,737600
2023-04-10,518.780029,529.559998,517.159973,529.460022,529.460022,486700
2023-04-11,529.500000,532.020020,525.679993,526.750000,526.750000,456300
2023-04-12,527.710022,531.169983,522.359985,523.130005,523.130005,508400
2023-04-13,524.000000,530.320007,522.440002,528.400024,528.400024,370500
2023-04-14,528.200012,534.989990,526.109985,534.659973,534.659973,423000
2023-04-17,536.239990,538.880005,531.669983,534.330017,534.330017,579300
2023-04-18,537.080017,541.940002,535.700012,541.520020,541.520020,420700
2023-04-19,541.679993,546.289978,539.849976,542.030029,542.030029,512100
2023-04-20,540.849976,549.320007,540.700012,545.049988,545.049988,428100
2023-04-21,544.010010,545.950012,539.000000,541.369995,541.369995,401600
2023-04-24,539.780029,548.559998,539.049988,547.400024,547.400024,475800
2023-04-25,545.469971,549.659973,541.630005,541.859985,541.859985,525200
2023-04-26,539.270020,548.630005,539.270020,547.450012,547.450012,495200
2023-04-27,550.000000,550.739990,539.039978,547.770020,547.770020,530800
2023-04-28,546.080017,551.859985,544.510010,551.429993,551.429993,457400
2023-05-01,551.719971,556.599976,528.650024,532.880005,532.880005,947400
2023-05-02,529.530029,532.479980,519.020020,530.940002,530.940002,612500
2023-05-03,519.780029,529.549988,512.859985,523.169983,523.169983,762400
2023-05-04,523.210022,524.260010,511.190002,514.000000,514.000000,584800
2023-05-05,516.659973,523.270020,516.280029,520.049988,520.049988,479300
2023-05-08,522.000000,522.580017,513.950012,515.729980,515.729980,427700
2023-05-09,510.799988,514.820007,508.000000,509.089996,509.089996,538300
2023-05-10,509.859985,512.890015,497.489990,504.510010,504.510010,755900
2023-05-11,506.059998,512.580017,503.589996,512.109985,512.109985,742800
2023-05-12,512.840027,518.270020,509.220001,513.880005,513.880005,925700
2023-05-15,513.880005,517.929993,508.359985,515.969971,515.969971,679800
2023-05-16,510.500000,512.409973,498.549988,498.989990,498.989990,997300
2023-05-17,502.779999,506.390015,500.859985,503.950012,503.950012,618800
2023-05-18,503.890015,514.340027,501.579987,513.609985,513.609985,731300
2023-05-19,508.369995,509.929993,486.869995,491.049988,491.049988,1273700
2023-05-22,491.049988,492.209991,479.600006,480.679993,480.679993,1649400
2023-05-23,479.899994,481.200012,475.089996,480.609985,480.609985,906700
2023-05-24,481.619995,485.549988,476.489990,481.429993,481.429993,796300
2023-05-25,487.209991,489.609985,481.700012,485.119995,485.119995,2104900
2023-05-26,436.109985,439.869995,417.600006,420.269989,420.269989,6078300
2023-05-30,417.649994,418.000000,403.149994,412.200012,412.200012,3395600
2023-05-31,410.500000,417.410004,407.630005,409.829987,409.829987,2346700
2023-06-01,408.109985,409.920013,402.000000,403.829987,403.829987,1380600
2023-06-02,405.570007,423.769989,405.570007,422.399994,422.399994,1663800
2023-06-05,421.339996,425.959991,418.769989,421.010010,421.010010,1048000
2023-06-06,417.589996,423.959991,416.660004,417.489990,417.489990,862100
2023-06-07,419.450012,424.799988,414.980011,415.549988,415.549988,863600
2023-06-08,414.000000,419.440002,410.859985,418.940002,418.940002,843400
2023-06-09,419.029999,427.950012,419.029999,423.619995,423.619995,1160500
2023-06-12,423.839996,427.170013,420.220001,424.910004,424.910004,853500
2023-06-13,432.739990,445.339996,429.359985,443.760010,443.760010,1540000
2023-06-14,444.000000,450.829987,441.339996,443.579987,443.579987,1190300
2023-06-15,444.959991,452.559998,442.459991,451.140015,451.140015,924900
2023-06-16,454.619995,454.619995,442.399994,447.910004,447.910004,1865300
2023-06-20,447.769989,452.000000,442.989990,447.089996,447.089996,1084200
2023-06-21,450.320007,457.369995,448.869995,450.190002,450.190002,996900
2023-06-22,449.929993,457.859985,448.899994,455.709991,455.709991,703100
2023-06-23,455.130005,457.299988,453.089996,453.450012,453.450012,709900
2023-06-26,455.130005,465.649994,452.820007,463.570007,463.570007,788100
2023-06-27,462.630005,462.890015,454.070007,462.429993,462.429993,837900
2023-06-28,462.369995,463.519989,456.519989,462.079987,462.079987,899100
2023-06-29,464.160004,471.040009,462.079987,465.279999,465.279999,653800
2023-06-30,468.399994,472.869995,465.470001,470.600006,470.600006,781400
2023-07-03,470.480011,477.820007,469.510010,477.350006,477.350006,464000
2023-07-05,471.709991,480.559998,468.230011,479.829987,479.829987,789500
2023-07-06,476.200012,479.059998,470.010010,470.549988,470.549988,652800
2023-07-07,471.250000,476.000000,468.230011,471.630005,471.630005,530100
2023-07-10,473.429993,478.959991,473.130005,478.000000,478.000000,571600
2023-07-11,479.500000,484.709991,478.440002,483.239990,483.239990,506000
2023-07-12,485.529999,486.720001,482.369995,484.040009,484.040009,454500
2023-07-13,486.679993,487.160004,472.200012,472.589996,472.589996,713300
2023-07-14,475.720001,476.380005,469.609985,472.649994,472.649994,601400
2023-07-17,472.000000,476.670013,469.309998,472.720001,472.720001,507500
2023-07-18,471.989990,476.290009,471.170013,472.410004,472.410004,505100
2023-07-19,472.679993,474.380005,469.290009,471.209991,471.209991,573600
2023-07-20,468.899994,470.600006,462.130005,462.350006,462.350006,663200
2023-07-21,462.350006,466.179993,458.220001,460.109985,460.109985,699600
2023-07-24,459.290009,460.100006,452.220001,454.670013,454.670013,878300
2023-07-25,453.540009,456.579987,447.000000,451.640015,451.640015,1115400
2023-07-26,453.140015,456.450012,448.130005,454.739990,454.739990,651100
2023-07-27,455.000000,457.839996,447.500000,448.450012,448.450012,864800
2023-07-28,450.049988,452.500000,444.359985,445.390015,445.390015,691500
2023-07-31,446.160004,450.230011,443.059998,444.799988,444.799988,866000
2023-08-01,445.000000,447.000000,440.160004,442.250000,442.250000,670400
2023-08-02,445.369995,445.750000,438.130005,438.239990,438.239990,642600
2023-08-03,437.089996,440.609985,434.480011,435.739990,435.739990,904600
2023-08-04,435.010010,444.079987,432.260010,438.320007,438.320007,817600
2023-08-07,439.019989,441.790009,434.329987,439.950012,439.950012,701700
2023-08-08,437.299988,441.700012,435.790009,438.170013,438.170013,621100
2023-08-09,438.170013,448.369995,438.170013,446.649994,446.649994,670300
2023-08-10,449.410004,455.910004,447.040009,447.459991,447.459991,590500
2023-08-11,446.000000,447.269989,442.970001,443.850006,443.850006,458200
2023-08-14,446.779999,459.170013,446.470001,458.559998,458.559998,884500
2023-08-15,459.010010,464.459991,456.100006,456.200012,456.200012,804700
2023-08-16,458.200012,467.640015,457.230011,457.459991,457.459991,788200
2023-08-17,459.820007,460.559998,446.230011,446.670013,446.670013,645000
2023-08-18,443.209991,454.119995,443.209991,452.929993,452.929993,533500
2023-08-21,454.589996,457.600006,444.109985,447.910004,447.910004,800100
2023-08-22,442.000000,442.000000,426.859985,430.579987,430.579987,1354000
2023-08-23,428.000000,438.920013,423.799988,437.959991,437.959991,1221600
2023-08-24,435.829987,438.489990,421.609985,422.739990,422.739990,1794100
2023-08-25,425.089996,425.510010,406.019989,407.149994,407.149994,2261400
2023-08-28,409.000000,414.820007,405.799988,410.839996,410.839996,1121800
2023-08-29,410.829987,416.649994,408.260010,415.109985,415.109985,777100
2023-08-30,415.200012,425.179993,415.119995,422.899994,422.899994,903600
2023-08-31,421.470001,423.940002,414.630005,415.029999,415.029999,828200
2023-09-01,417.010010,420.000000,414.140015,416.010010,416.010010,576800
2023-09-05,415.070007,417.910004,411.730011,415.489990,415.489990,916000
2023-09-06,413.179993,417.070007,408.040009,408.489990,408.489990,689000
2023-09-07,407.239990,418.769989,407.239990,416.940002,416.940002,769100
2023-09-08,415.839996,419.309998,412.350006,413.709991,413.709991,616000
2023-09-11,416.630005,419.750000,412.489990,418.380005,418.380005,822100
2023-09-12,418.140015,420.470001,413.029999,414.429993,414.429993,544100
2023-09-13,416.000000,418.760010,412.609985,414.200012,414.200012,553500
2023-09-14,414.709991,416.390015,410.910004,415.829987,415.829987,628000
2023-09-15,418.100006,418.880005,411.200012,413.570007,413.570007,777700
2023-09-18,411.010010,412.619995,406.890015,407.890015,407.890015,812000
2023-09-19,405.589996,413.059998,405.359985,411.779999,411.779999,687200
2023-09-20,413.649994,415.190002,409.559998,411.309998,411.309998,467000
2023-09-21,409.619995,410.959991,404.100006,404.250000,404.250000,664100
2023-09-22,404.950012,407.130005,397.869995,398.730011,398.730011,660500
2023-09-25,398.000000,400.609985,395.760010,398.390015,398.390015,616200
2023-09-26,395.549988,396.739990,388.450012,389.720001,389.720001,818400
2023-09-27,392.200012,395.850006,390.950012,392.440002,392.440002,711100
2023-09-28,392.470001,400.260010,391.299988,398.910004,398.910004,543900
2023-09-29,404.339996,404.769989,398.260010,399.450012,399.450012,788500
2023-10-02,402.089996,406.799988,398.779999,402.950012,402.950012,892600
2023-10-03,398.950012,400.339996,392.660004,394.239990,394.239990,743200
2023-10-04,397.369995,399.660004,394.070007,395.910004,395.910004,901000
2023-10-05,394.429993,395.500000,388.369995,388.820007,388.820007,731500
2023-10-06,386.299988,391.220001,385.070007,389.640015,389.640015,1117300
2023-10-09,389.489990,389.540009,379.239990,388.459991,388.459991,1631000
2023-10-10,386.309998,396.019989,385.799988,393.019989,393.019989,931500
2023-10-11,392.380005,393.649994,386.220001,391.299988,391.299988,716300
2023-10-12,393.779999,393.779999,380.609985,382.730011,382.730011,657800
2023-10-13,383.000000,386.769989,379.290009,379.429993,379.429993,539100
